entity_relation_ids,memory_bank,entity_triple_counts,history_response,corrupt_entity,original_entity,hallucination_tags,data_id
"[0, 0, 0, 0, 0, 3156, 3156, 3156, 3156, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 0, 3156, 3156, 3156, 3156, 0, 17811, 0, 10881, 10881, 10881, 10881, 10881, 0, 3156, 3156, 3156, 3156, 0, 17783, 17783, 0, 1983, 1983, 1983, 1983, 1983, 0, 3156, 3156, 3156, 3156, 0, 18022, 18022, 18022, 0, 13716, 13716, 13716, 13716, 13716, 13716, 0, 3156, 3156, 3156, 3156, 0, 18020, 18020, 18020, 0, 12061, 12061, 12061, 12061, 0, 3156, 3156, 3156, 3156, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 1983, 1983, 1983, 1983, 1983, 0, 3156, 3156, 3156, 3156, 0, 18022, 18022, 18022, 0, 17334, 17334, 17334, 17334, 0, 3156, 3156, 3156, 3156, 0, 18022, 18022, 18022, 0, 15767, 15767, 15767, 15767, 15767, 0, 3156, 3156, 3156, 3156, 0, 17901, 17901, 0, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 2381, 0, 3156, 3156, 3156, 3156, 0, 18020, 18020, 18020, 0, 12320, 12320, 12320, 12320, 12320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10881, 10881, 10881, 10881, 10881, 0, 0, 0, 0, 0, 1983, 1983, 1983, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[3156, 17935, 2381], [3156, 17811, 10881], [3156, 17783, 1983], [3156, 18022, 13716], [3156, 18020, 12061], [3156, 17935, 1983], [3156, 18022, 17334], [3156, 18022, 15767], [3156, 17901, 2381], [3156, 18020, 12320]]",{3156: 25},"Given the knowledge: santa barbara<sep> located in the administrative territorial entity<sep> university of california, santa barbara<triple> santa barbara<sep> country<sep> united states of america<triple> santa barbara<sep> capital of<sep> santa barbara county<triple> santa barbara<sep> place of death<sep> dorothy jeakins<triple> santa barbara<sep> place of birth<sep> anthony edwards<triple> santa barbara<sep> located in the administrative territorial entity<sep> santa barbara county<triple> santa barbara<sep> place of death<sep> douglas adams<triple> santa barbara<sep> place of death<sep> robert mitchum<triple> santa barbara<sep> headquarters location<sep> university of california, santa barbara<triple> santa barbara<sep> place of birth<sep> katy perry Text to check:Santa Barbara is the name of the city of the united states of america that is the capital of Santa Barbara County, and that is the birthplace of Krista Allen.",['Santa Barbara'],['Ventura'],1,2666
"[0, 0, 0, 0, 0, 5630, 5630, 0, 17783, 17783, 0, 17306, 17306, 17306, 0, 5630, 5630, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 17306, 17306, 17306, 0, 5630, 5630, 0, 17802, 17802, 17802, 17802, 0, 17306, 17306, 17306, 0, 5630, 5630, 0, 17811, 0, 10881, 10881, 10881, 10881, 10881, 0, 5630, 5630, 0, 17782, 0, 17306, 17306, 17306, 0, 5630, 5630, 0, 17901, 17901, 0, 17306, 17306, 17306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17306, 17306, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[5630, 17783, 17306], [5630, 17935, 17306], [5630, 17802, 17306], [5630, 17811, 10881], [5630, 17782, 17306], [5630, 17901, 17306]]",{5630: 6},Given the knowledge: hamilton<sep> capital of<sep> butler county<triple> hamilton<sep> located in the administrative territorial entity<sep> butler county<triple> hamilton<sep> contains administrative territorial entity<sep> butler county<triple> hamilton<sep> country<sep> united states of america<triple> hamilton<sep> capital<sep> butler county<triple> hamilton<sep> headquarters location<sep> butler county Text to check:Hamilton is an administrative division of Butler County that is an administrative division of Ohio.,[],['Hamilton'],0,2425
"[0, 0, 0, 0, 0, 1517, 1517, 1517, 1517, 1517, 0, 17848, 17848, 0, 10906, 10906, 10906, 0, 1517, 1517, 1517, 1517, 1517, 0, 17848, 17848, 0, 12362, 12362, 12362, 12362, 0, 1517, 1517, 1517, 1517, 1517, 0, 17848, 17848, 0, 3531, 3531, 3531, 3531, 0, 1517, 1517, 1517, 1517, 1517, 0, 17773, 17773, 0, 4052, 4052, 4052, 4052, 0, 1517, 1517, 1517, 1517, 1517, 0, 18034, 0, 11147, 11147, 11147, 0, 1517, 1517, 1517, 1517, 1517, 0, 18034, 0, 6691, 6691, 0, 1517, 1517, 1517, 1517, 1517, 0, 18022, 18022, 18022, 0, 10416, 10416, 10416, 0, 1517, 1517, 1517, 1517, 1517, 0, 17984, 0, 13947, 13947, 0, 1517, 1517, 1517, 1517, 1517, 0, 17813, 17813, 17813, 0, 10881, 10881, 10881, 10881, 10881, 0, 1517, 1517, 1517, 1517, 1517, 0, 17984, 0, 2903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10906, 10906, 10906, 0, 0]","[[1517, 17848, 10906], [1517, 17848, 12362], [1517, 17848, 3531], [1517, 17773, 4052], [1517, 18034, 11147], [1517, 18034, 6691], [1517, 18022, 10416], [1517, 17984, 13947], [1517, 17813, 10881], [1517, 17984, 2903]]",{1517: 25},Given the knowledge: charles brackett<sep> educated at<sep> harvard university<triple> charles brackett<sep> educated at<sep> harvard law school<triple> charles brackett<sep> educated at<sep> williams college<triple> charles brackett<sep> award received<sep> 26th academy awards<triple> charles brackett<sep> producer<sep> the lost weekend<triple> charles brackett<sep> producer<sep> titanic<triple> charles brackett<sep> place of death<sep> los angeles<triple> charles brackett<sep> occupation<sep> screenwriter<triple> charles brackett<sep> country of citizenship<sep> united states of america<triple> charles brackett<sep> occupation<sep> writer Text to check:Charles Brackett was educated at harvard university.,['Harvard College'],['Williams College'],1,2829
"[0, 0, 0, 0, 0, 15501, 15501, 15501, 0, 18020, 18020, 18020, 0, 13038, 13038, 13038, 13038, 0, 15501, 15501, 15501, 0, 17811, 0, 10881, 10881, 10881, 10881, 10881, 0, 15501, 15501, 15501, 0, 17782, 0, 1216, 1216, 1216, 0, 15501, 15501, 15501, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 1216, 1216, 1216, 0, 15501, 15501, 15501, 0, 17783, 17783, 0, 1216, 1216, 1216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15501, 15501, 0, 0]","[[15501, 18020, 13038], [15501, 17811, 10881], [15501, 17782, 1216], [15501, 17935, 1216], [15501, 17783, 1216]]",{15501: 5},Given the knowledge: west chester<sep> place of birth<sep> bam margera<triple> west chester<sep> country<sep> united states of america<triple> west chester<sep> capital<sep> chester county<triple> west chester<sep> located in the administrative territorial entity<sep> chester county<triple> west chester<sep> capital of<sep> chester county Text to check:Bam Margera was born in West Chester.,[],['Bam Margera'],0,1618
"[0, 0, 0, 0, 0, 6931, 6931, 6931, 0, 17811, 0, 10881, 10881, 10881, 10881, 10881, 0, 6931, 6931, 6931, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 16361, 16361, 16361, 0, 6931, 6931, 6931, 0, 18066, 18066, 18066, 0, 578, 578, 578, 0, 6931, 6931, 6931, 0, 18066, 18066, 18066, 0, 578, 578, 578, 0, 6931, 6931, 6931, 0, 18066, 18066, 18066, 0, 14339, 14339, 14339, 0, 6931, 6931, 6931, 0, 18066, 18066, 18066, 0, 14339, 14339, 14339, 0, 6931, 6931, 6931, 0, 17935, 17935, 17935, 17935, 17935, 17935, 0, 9550, 9550, 9550, 0, 6931, 6931, 6931, 0, 17783, 17783, 0, 9550, 9550, 9550, 0, 6931, 6931, 6931, 0, 17802, 17802, 17802, 17802, 0, 16361, 16361, 16361, 0, 6931, 6931, 6931, 0, 17802, 17802, 17802, 17802, 0, 9550, 9550, 9550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6931, 6931, 0, 0, 10881, 10881, 10881, 10881, 10881, 0, 0]","[[6931, 17811, 10881], [6931, 17935, 16361], [6931, 18066, 578], [6931, 18066, 578], [6931, 18066, 14339], [6931, 18066, 14339], [6931, 17935, 9550], [6931, 17783, 9550], [6931, 17802, 16361], [6931, 17802, 9550]]",{6931: 11},Given the knowledge: cobb county<sep> country<sep> united states of america<triple> cobb county<sep> located in the administrative territorial entity<sep> georgia<triple> cobb county<sep> shares border with<sep> fulton county<triple> cobb county<sep> shares border with<sep> fulton county<triple> cobb county<sep> shares border with<sep> douglas county<triple> cobb county<sep> shares border with<sep> douglas county<triple> cobb county<sep> located in the administrative territorial entity<sep> marietta<triple> cobb county<sep> capital of<sep> marietta<triple> cobb county<sep> contains administrative territorial entity<sep> georgia<triple> cobb county<sep> contains administrative territorial entity<sep> marietta Text to check:Marietta is the capital of Cobb County in the united states of america.,[],['Marietta'],0,1152
"[0, 0, 0, 0, 0, 10416, 10416, 10416, 0, 18022, 18022, 18022, 0, 11703, 11703, 11703, 11703, 0, 10416, 10416, 10416, 0, 18022, 18022, 18022, 0, 16098, 16098, 16098, 0, 10416, 10416, 10416, 0, 18022, 18022, 18022, 0, 13758, 13758, 13758, 13758, 13758, 0, 10416, 10416, 10416, 0, 18020, 18020, 18020, 0, 12272, 12272, 12272, 12272, 12272, 0, 10416, 10416, 10416, 0, 18022, 18022, 18022, 0, 13904, 13904, 13904, 0, 10416, 10416, 10416, 0, 18022, 18022, 18022, 0, 3355, 3355, 3355, 3355, 0, 10416, 10416, 10416, 0, 18022, 18022, 18022, 0, 14747, 14747, 14747, 14747, 0, 10416, 10416, 10416, 0, 18022, 18022, 18022, 0, 13195, 13195, 13195, 13195, 0, 10416, 10416, 10416, 0, 18022, 18022, 18022, 0, 15202, 15202, 15202, 15202, 0, 10416, 10416, 10416, 0, 18020, 18020, 18020, 0, 2126, 2126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10416, 10416, 0, 0]","[[10416, 18022, 11703], [10416, 18022, 16098], [10416, 18022, 13758], [10416, 18020, 12272], [10416, 18022, 13904], [10416, 18022, 3355], [10416, 18022, 14747], [10416, 18022, 13195], [10416, 18022, 15202], [10416, 18020, 2126]]","{1987: 59, 10416: 1245}",Given the knowledge: los angeles<sep> place of death<sep> samuel goldwyn<triple> los angeles<sep> place of death<sep> mel blanc<triple> los angeles<sep> place of death<sep> basil poledouris<triple> los angeles<sep> place of birth<sep> dustin hoffman<triple> los angeles<sep> place of death<sep> andrew gold<triple> los angeles<sep> place of death<sep> george duke<triple> los angeles<sep> place of death<sep> ed mcmahon<triple> los angeles<sep> place of death<sep> george hopkins<triple> los angeles<sep> place of death<sep> ricky jay<triple> los angeles<sep> place of birth<sep> john cage Text to check:Burbank is the death place of Tex Avery and borders Los Angeles.,[],['Burbank'],0,1529
"[0, 0, 0, 0, 0, 1639, 1639, 1639, 1639, 0, 18079, 0, 15001, 15001, 15001, 15001, 0, 1639, 1639, 1639, 1639, 0, 18079, 0, 15001, 15001, 15001, 15001, 0, 1639, 1639, 1639, 1639, 0, 18015, 0, 15001, 15001, 15001, 15001, 0, 1639, 1639, 1639, 1639, 0, 18015, 0, 15001, 15001, 15001, 15001, 0, 1639, 1639, 1639, 1639, 0, 17785, 17785, 0, 4659, 4659, 4659, 0, 1639, 1639, 1639, 1639, 0, 17785, 17785, 0, 12269, 12269, 12269, 12269, 12269, 12269, 12269, 12269, 12269, 12269, 0, 1639, 1639, 1639, 1639, 0, 17848, 17848, 0, 2274, 2274, 2274, 2274, 2274, 2274, 2274, 2274, 2274, 0, 1639, 1639, 1639, 1639, 0, 17984, 0, 11598, 11598, 0, 1639, 1639, 1639, 1639, 0, 17785, 17785, 0, 5507, 5507, 5507, 5507, 5507, 5507, 5507, 0, 1639, 1639, 1639, 1639, 0, 17984, 0, 11564, 0, 0, 0, 0, 0, 0, 0, 0, 15001, 15001, 15001, 0, 0, 0, 0]","[[1639, 18079, 15001], [1639, 18079, 15001], [1639, 18015, 15001], [1639, 18015, 15001], [1639, 17785, 4659], [1639, 17785, 12269], [1639, 17848, 2274], [1639, 17984, 11598], [1639, 17785, 5507], [1639, 17984, 11564]]",{1639: 17},"Given the knowledge: hayden christensen<sep> spouse<sep> rachel bilson<triple> hayden christensen<sep> spouse<sep> rachel bilson<triple> hayden christensen<sep> partner<sep> rachel bilson<triple> hayden christensen<sep> partner<sep> rachel bilson<triple> hayden christensen<sep> cast member<sep> the virgin suicides<triple> hayden christensen<sep> cast member<sep> star wars episode vi: return of the jedi<triple> hayden christensen<sep> educated at<sep> lee strasberg theatre and film institute<triple> hayden christensen<sep> occupation<sep> voice actor<triple> hayden christensen<sep> cast member<sep> new york, i love you<triple> hayden christensen<sep> occupation<sep> actor Text to check:Hayden Christensen is Rachel Bilson's spouse.",[],['Hayden Christensen'],0,2608
"[0, 0, 0, 0, 0, 14093, 14093, 14093, 0, 17979, 17979, 0, 17268, 17268, 17268, 17268, 17268, 0, 14093, 14093, 14093, 0, 18113, 0, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 0, 14093, 14093, 14093, 0, 17773, 17773, 0, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 17066, 0, 14093, 14093, 14093, 0, 18034, 0, 16209, 16209, 16209, 16209, 0, 14093, 14093, 14093, 0, 17773, 17773, 0, 6257, 6257, 6257, 0, 14093, 14093, 14093, 0, 17773, 17773, 0, 16037, 16037, 16037, 16037, 16037, 16037, 16037, 0, 14093, 14093, 14093, 0, 17831, 0, 1043, 1043, 1043, 1043, 1043, 1043, 1043, 0, 14093, 14093, 14093, 0, 18020, 18020, 18020, 0, 1958, 1958, 0, 14093, 14093, 14093, 0, 17773, 17773, 0, 6397, 6397, 6397, 6397, 6397, 0, 14093, 14093, 14093, 0, 18113, 0, 16037, 16037, 16037, 16037, 16037, 16037, 16037, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14093, 14093, 14093, 14093, 0, 0]","[[14093, 17979, 17268], [14093, 18113, 17066], [14093, 17773, 17066], [14093, 18034, 16209], [14093, 17773, 6257], [14093, 17773, 16037], [14093, 17831, 1043], [14093, 18020, 1958], [14093, 17773, 6397], [14093, 18113, 16037]]","{13188: 29, 14093: 25}",Given the knowledge: david fincher<sep> nominated for<sep> academy award for best director<triple> david fincher<sep> winner<sep> primetime emmy award for outstanding directing for a drama series<triple> david fincher<sep> award received<sep> primetime emmy award for outstanding directing for a drama series<triple> david fincher<sep> producer<sep> lords of dogtown<triple> david fincher<sep> award received<sep> satellite awards 2010<triple> david fincher<sep> award received<sep> bafta award for best direction<triple> david fincher<sep> director<sep> the curious case of benjamin button<triple> david fincher<sep> place of birth<sep> denver<triple> david fincher<sep> award received<sep> 68th golden globe awards<triple> david fincher<sep> winner<sep> bafta award for best direction Text to check:Seven is a visual artwork distributed by New Line Cinema and directed by David Fincher.,[],['Seven'],0,2182
"[0, 0, 0, 0, 0, 5332, 5332, 5332, 0, 17957, 17957, 17957, 17957, 0, 9046, 9046, 9046, 9046, 9046, 9046, 9046, 9046, 9046, 0, 5332, 5332, 5332, 0, 17957, 17957, 17957, 17957, 0, 883, 883, 883, 883, 883, 883, 883, 0, 5332, 5332, 5332, 0, 17957, 17957, 17957, 17957, 0, 7777, 7777, 7777, 7777, 7777, 7777, 7777, 7777, 0, 5332, 5332, 5332, 0, 17813, 17813, 17813, 0, 17727, 17727, 0, 5332, 5332, 5332, 0, 18020, 18020, 18020, 0, 7720, 7720, 7720, 7720, 0, 5332, 5332, 5332, 0, 18077, 0, 2899, 2899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[5332, 17957, 9046], [5332, 17957, 883], [5332, 17957, 7777], [5332, 17813, 17727], [5332, 18020, 7720], [5332, 18077, 2899]]",{5332: 6},Given the knowledge: gordon brown<sep> member of sports team<sep> newport county a.f.c.<triple> gordon brown<sep> member of sports team<sep> gillingham f.c.<triple> gordon brown<sep> member of sports team<sep> blackburn rovers f.c.<triple> gordon brown<sep> country of citizenship<sep> united kingdom<triple> gordon brown<sep> place of birth<sep> dunfermline<triple> gordon brown<sep> sport<sep> association football Text to check:Gordon Brown is a member of both the Scunthorpe United F.C. and Barrow A.F.C.,[],['Gordon Brown'],0,12
"[0, 0, 0, 0, 0, 7412, 7412, 7412, 7412, 0, 18022, 18022, 18022, 0, 4926, 4926, 0, 7412, 7412, 7412, 7412, 0, 17794, 0, 7924, 7924, 7924, 7924, 0, 7412, 7412, 7412, 7412, 0, 17956, 17956, 17956, 17956, 0, 9710, 9710, 0, 7412, 7412, 7412, 7412, 0, 17848, 17848, 0, 3681, 3681, 3681, 0, 7412, 7412, 7412, 7412, 0, 17848, 17848, 0, 16145, 16145, 0, 7412, 7412, 7412, 7412, 0, 18114, 18114, 0, 16937, 16937, 16937, 16937, 16937, 16937, 16937, 0, 7412, 7412, 7412, 7412, 0, 17813, 17813, 17813, 0, 10881, 10881, 10881, 10881, 10881, 0, 7412, 7412, 7412, 7412, 0, 17848, 17848, 0, 102, 102, 102, 0, 7412, 7412, 7412, 7412, 0, 17916, 0, 8565, 8565, 0, 7412, 7412, 7412, 7412, 0, 17984, 0, 4093, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4926, 0, 0]","[[7412, 18022, 4926], [7412, 17794, 7924], [7412, 17956, 9710], [7412, 17848, 3681], [7412, 17848, 16145], [7412, 18114, 16937], [7412, 17813, 10881], [7412, 17848, 102], [7412, 17916, 8565], [7412, 17984, 4093]]",{7412: 26},"Given the knowledge: robert byrd<sep> place of death<sep> fairfax<triple> robert byrd<sep> collection<sep> museum of modern art<triple> robert byrd<sep> member of political party<sep> democratic party<triple> robert byrd<sep> educated at<sep> american university<triple> robert byrd<sep> educated at<sep> primary school<triple> robert byrd<sep> work location<sep> washington, d.c.<triple> robert byrd<sep> country of citizenship<sep> united states of america<triple> robert byrd<sep> educated at<sep> marshall university<triple> robert byrd<sep> instrument<sep> fiddle<triple> robert byrd<sep> occupation<sep> lawyer Text to check:Robert Byrd is the person whose place of death was Fairfax.",[],['Robert Byrd'],0,1620
